,claim_text,premise_texts,year,quarter,label
1825,claim: We've been working and continue to work very hard on capital productivity.,"premises: ['But again, we are spending almost $10 billion.', 'Those totaled $9.5 billion in the trailing 12 months, and it was up 7% from the 12-month period ending this quarter last year.', 'I will point out that the prior year was $6.1 billion.', 'So we have stepped up investment, although it did not go up as much year-over-year this quarter, we are still spending almost $10 billion on what essentially is fulfillment capacity in support of really strong growth, unit growth and FBA, and global expansion and then also on AWS, additional capacity for existing customers as they grow their business and also new regions.']",2016,Q1,2
1018,"claim: Secondly, we're continuing to make big investments in innovation.",premises: ['The things that I would point to are things like AI as well as our investments in AR and VR.'],2018,Q2,0
1156,"claim: So we continue to build for high AFN, or Amazon Fulfilled Network demand, including both retail and FBA.","premises: ['Because paid unit growth continues to be strong and Amazon fulfilled unit growth which includes what we ship, includes FBA, is significantly higher than even that.', 'The number of warehouses that we added represents a 30% increase in square footage year-over-year.', 'Last year we increased square footage by just under 20%.']",2016,Q3,0
2039,"claim: So on the first, Atlas is really important","premises: [""because it's solving a measurement problem which is that the current systems for serving and measuring ads are really flawed."", ""They basically assume that you are one person on one of device, and we know that's not true."", ""They are only about 65% accurate in demographic targeting, they don't work on mobile because they are cookie based, they don't work on multiple devices, they don't go off-line to on-line and they overemphasize the last click and reach.""]",2015,Q2,0
453,claim: Same thing with our Dynamics business.,"premises: ['EMS , it’s completely a new category.', 'We never had that kind of a management footprint.', 'We now have the ability to have one control plane for IT for all the devices, identity management, device management, data protection.']",2015,Q3,0
1568,claim: So the invention level is still really high.,"premises: [""Prime Now, I guess, my comments are that, it's in 50 cities worldwide, it's across 9 countries."", 'It is different than – we have multiple options for you in grocery delivery.', 'We have the delivery services – so AmazonFresh and Prime Now which serve a certain need.', ""We have a traditional grocery store now with Whole Foods, and then we have the combination of those two with home delivery, and we're using Prime Now or Whole Foods products through Prime Now to make those deliveries as well as the new kind of stores with Amazon Go that we're experimenting with.""]",2018,Q2,0
799,claim: We'll see more cost in Q3.,premises: ['We had a meaningful step up in North America in Q2 and it was accelerating through the quarter.'],2019,Q2,0
1252,"claim: I think we, because the Watch is relatively young.","premises: [""We haven't seen enough upgrade cycles to really establish a pattern as yet."", ""And as I've mentioned before, 3 out of 4 customers buying an Apple Watch currently or last quarter I should say were buying an Apple Watch for the first time.""]",2019,Q4,0
321,claim: And I’m so excited about the space.,"premises: ['I don’t want to miss this one other big scenario which is Cortana , that’s perhaps the thing that’s going to change personal productivity even most and especially with Windows 10 and how Cortana comes to Windows, both to the browser as well as to the start, I think it completely change what personal productivity software mean from a day-to-day experience as well.']",2015,Q3,0
257,claim: So I would say that I would look back on the performance in 2018 and say that that was great work with a - on a lot of efficiency as we also banked a lot of capacity that had been built previously.,"premises: ['It is not only investing, but also working on efficiencies, adding new products and features for customers.', 'And as we lower costs, we pass those along to customers, either through new rates or new deals that we have.']",2019,Q1,1
2019,"claim: Starting with the June quarter, typically we see a decline in gross margin going from the March quarter to the June quarter.","premises: ['Last year, we were down 40 bps.', 'Two years ago we were down 140 bps.']",2018,Q3,1
434,claim: The reason I'm so excited about AR is I view that it amplifies human performance instead of isolates humans.,"premises: [""And so as you know, it's the mix of the virtual and the physical world and so it should be a help for humanity, not an isolation kind of thing for humanity.""]",2017,Q4,0
874,claim: We expected a step up in 2019.,"premises: [""We didn't see as much of it in Q1, mainly because of the timing of the seasonality of the year and getting things going."", ""We’re seeing more of it in Q2 and we'll see it through the remainder of the year.""]",2019,Q2,2
276,claim: The other thing I would add to that is that the margin you see in any quarter is really the output of our rate of investment at some places and drive for efficiencies in others.,"premises: [""And we're not really trying to optimize for any particular number in a given quarter.""]",2016,Q1,0
628,"claim: And so with that kind of change in the installed base and with the services that we have now and others that we are working on, I think this is just a huge opportunity for us and feel very good about the track that we're on.","premises: ['Again, the great thing about services is there are several services that make up the total that are growing nicely.', 'And I think the other good news is that because our active installed base is at such a level, that last quarter we said that we had exceeded 1.3 billion.', ""This year – we're not going to release this number every quarter, but we've obviously grown again."", ""And it's growing at a double digit number on a year-over-year basis.""]",2018,Q2,2
1627,claim: There are two broad sets of improvements that I think we need to make.,"premises: ['One are to the capture and sharing tools that we offer.', ""So the example of that is the new camera that we're working on and all the creative tools around that."", 'And then on the other hand, we also need to improve the infrastructure to deliver the best videos to people and do that quickly.']",2016,Q3,0
188,"claim: But in general, we feel good about the growth in the quarter.","premises: ['We think it was a, Q4 in particular was a great quarter for customers that retail, there is a lot of strength in the retail part of the businesses, the teams here had done a great job, planning, preparing and then executing on the quarter.', 'AWS maintained a very strong growth rate and continued to deliver for customers.', 'We had a great Reinvent Conference in the quarter.']",2018,Q4,2
973,"claim: And we think more and more people will do that, particularly as we do a better job of combining the interfaces.","premises: ['So, for example, you can buy now in one interface on Facebook, Instagram and Audience Network.']",2016,Q2,0
1977,claim: Even this quarter is a great example.,"premises: ['There was material improvement in gross margin in that segment, and a lot of that was actually due to the higher margins that we have structurally in that software and services revenue from Xbox.']",2018,Q1,2
1341,claim: One is there's this continued progression of people getting richer and richer ways to share what's on their minds.,"premises: ['So if you go back 10 years, most of how people communicated and shared was text.', ""We are going through a period where now it's mostly visual and photos."", ""We are entering into a period where that's going to increasingly be primarily video, and we're seeing huge growth there."", ""I mean, there's always a richer way that people want to share and consume thoughts and ideas and I think that immersive 3D content is the obvious next thing after video."", ""So if you look at what the initial use cases are going to be around that, I think it's a lot of the stuff that you hear people talking about.""]",2015,Q2,1
734,"claim: But I think as I said or Tim said during the prepared remarks, we do expect iPhone ASP to improve sequentially as we move into the September quarter",premises: ['because these two factors that I just mentioned are not going to repeat.'],2016,Q3,2
1975,claim: Research and development is the core of the company.,"premises: ['And we’re very proud of the fact, when you look, for example, at the last two quarters, the first half of 2015, our revenue growth has been higher than our opex growth.', 'And when you look at our expense to revenue ratio, which, for the first half of the year, has been 8.2%, it’s lower than it was a year ago, and it’s definitely something that we consider extremely competitive, and we’re very proud of.']",2015,Q2,2
359,claim: So we are continuing to look at where we're investing head count.,"premises: [""On operations, if you look at probably the last 18 months, you're going to see a lot of different pace of increase in both infrastructure costs and capital costs, and the addition of fixed cost heads."", ""So one thing that you'll notice is that, we've grown – we've stepped down our rate of growth of fixed head count, excluding the acquisitions we've grown 26% year-over-year at the end of June, on a trailing 12 month basis."", 'But 23% of that was in the second half of last year.']",2018,Q2,1
295,claim: So that's just a basic example of where having human-level perception broadly is going to yield better experiences in a lot of the things that people care about today.,"premises: [""We don't actually look at the photo and deeply understand what's in it or look at the videos and understand what's in it or read the links that people share and understand what's in them, but in the future we'll be able to, I think in a five or 10-year period."", ""So all of these millions and millions of pieces content that are out there, whether or not you've added someone as a friend or have liked a page, we'll be able to know a lot better what types of things are going to be interesting to you to produce a much better feed of content.""]",2016,Q1,0
1760,claim: And the advantage of that is also that some of those can be single player experiences.,"premises: [""They don't require a big network effect or a lot of people having the technology or a large installed base.""]",2015,Q3,0
1800,"claim: So we're not only bringing people who have traditionally worked with us, helping them replat to a completely new model but we're also bringing a lot of new ISVs into the fold as well and that's pretty exciting to see.","premises: [""In fact, I'm looking forward to our partner conference to talk much more about what it is that we will be doing in the coming year to drive more success for our partners and in particular ISVs."", ""At the same time, we're also seeing a lot of open source ISVs also be part of the Azure marketplace."", ""If you go up to the Azure marketplace today, you'll see that."", ""The thing that I'm seeing a lot of is we've had traditional strength with SQL as well as .Net."", 'They are moving a significant number of them to the cloud, and in fact replatting to be even multitenant and cloud native.']",2016,Q3,0
1915,claim: You'll see even this quarter we started to have greater expansion of our grocery delivery out of Whole Foods using Prime Now.,"premises: [""We're now in 60 cities in the U.S., giving customers delivery in as fast as an hour on thousands of great organic products from Whole Foods."", ""We've also expanded grocery pickup and that's available in 10 cities."", 'So the customers can pick up at the Whole Foods store.']",2018,Q3,2
1461,claim: And so it's not a revenue-related issue.,"premises: ['To put this in some context, those two stores for the months that we had them operational, which was several months, the revenue was less than $1 million.']",2016,Q3,0
2150,claim: So it's generally a headwind every Q1.,"premises: ['So yes, the operating income guidance is $300 million to $1 billion.', 'Q1 is generally when we see the volume drop off from Q4 obviously, but a lot of the cost remain from the year-over-year build up in cost, particularly in the fulfillment network.', ""It's -- given the 30% plus growth in square footage last year that we've built, that's 1 major headwind from Q4 to Q1.""]",2017,Q4,1
1124,claim: We feel that 37.5% to 38% given the new FX environment I think says a lot about all the work that we've done on the cost side to get there.,"premises: ['Just to give you a sense, on a year-over-year basis, when I look at foreign exchange, that has an impact of almost 300 basis points on our margins.', ""We've taken a lot of actions on the cost side, on the pricing side, and obviously with hedges."", 'And so versus September of 2014, for example, the U.S. dollar has now strengthened on average against international currencies by about 15%.', 'And as you know, we work with our hedging program where we get protection from FX fluctuations in the short term.', ""And the other thing that we need to keep in mind as we step back for a second and now we've gone through a couple of cycles where the U.S. dollar has strengthened."", 'We for example on the mix front, every cycle is slightly different on our product mix, and so that clearly has an impact on gross margins.']",2016,Q3,1
945,"claim: And on the Windows pricing, which we talked about, we do and always have worked with Windows SKUs as we release new products and add new value.","premises: ['This quarter, we had a bit of a mix shift to a higher-end SKU.', ""And starting in April, we've introduced other SKUs that have more value in them at lower processing specs."", ""And so what you'll continue to see is that would normalize."", 'Even though we saw some high-end SKUs this quarter do well, I would expect in Q4 to have the normal breadth of those SKUs and revert back to looking much more like the commercial PC market itself.']",2017,Q3,2
931,"claim: So on the OpEx guide, clearly the biggest driver there is going to be the accelerating head count growth.","premises: [""R&D head count grew 48% year over year in Q2, and that's what's going to be a key driver along with the content layering in.""]",2017,Q2,2
1430,claim: And through Q4 [ph] we did everything we could to have the best prices available for customers and in stock in time for the holiday.,"premises: ['Another dynamic of Q4 was that it was a huge FBA quarter, nearly 50% of our third party units were FBA and our third party units were also up to 47% of our paid units, up 400 basis points year-over-year.', 'So a really strong quarter for our FBA sellers using our FBA services.', 'It did put a lot of demands on our warehouses and we were full.']",2015,Q4,2
297,"claim: So, first on head count.","premises: [""If you'll remember, we grew head count 48% in 2016 and 38% last year, if you adjust for Whole Foods."", 'With Whole Foods, it was 66%, but without Whole Foods we still grew 38%.', ""We have looked to really leverage our investment from the last couple years and as we've funded and moved, invested in a lot of new areas as we've talked about, AWS, devices, digital content, we've had a lot of movement within the company that has filled a lot of those roles."", ""So we're only up 13% on head count through nine months year-over-year.""]",2018,Q3,1
739,claim: I do believe that every conversation that we're having with customers is cloud-led.,"premises: [""That cloud-led conversation and making a plan for customers to best change and transform their own business certainly is a far more in-depth one than on occasion is required by long-time Transactional purchasers, especially in Office, as an example, because what we're talking about now is really pivoting your business for the long term.""]",2016,Q4,0
464,"claim: So when we win, we win together with our vendor partners and also our seller partners.","premises: [""In particular on Prime Day, I think you'll see that we had -- over in the press release, we had more than $2 billion of products were bought from small and medium-sized businesses.""]",2019,Q2,0
1618,claim: It's not necessarily common on AmazonFresh.,"premises: [""They're just, they're different businesses.""]",2015,Q3,0
2021,"claim: Looking forward, you know we don't provide guidance beyond the current quarter, but I think we have a pretty good record over the last several years to make good business decisions, balancing units, revenue and margins.","premises: [""As you know, foreign exchange has been a very significant headwind over the last three-plus years, but we've been able to manage that.""]",2018,Q3,1
1146,"claim: When we mentioned E5, I think that’s frankly encouraging for us because all of these premium offers do best when you start the deployment motion.","premises: ['People start using E1 then they use E3 and then you start to see the momentum in E5, and we did see that.', 'However, in terms of ARPU impact very, very small in quarter.', 'So that’s something that over time you will continue to see improvement in terms of impact on ARPU.']",2017,Q4,0
368,"claim: If I had to point to what's really leading us to tighten the range, it's really the first factor which is the safety and security investments","premises: [""Specifically, we're putting more behind that more quickly than we anticipated, and so that's where you're going to see it come up."", ""If you look at the current results from this quarter, you'll see that our sales and marketing expense grew 51% in the quarter – one of the – year-over-year."", ""One of the factors driving that is that's where we're categorizing our community operations investment and other operations teams that support the quality initiatives and the safety initiatives.""]",2018,Q1,2
1085,"claim: And more importantly, it was a great day for customers.",premises: ['Globally they saved over double what they had saved in Prime Day 2015.'],2016,Q2,1
1084,claim: It was a record day for Amazon devices.,"premises: ['So again, it was the biggest global day ever for Amazon and was up 60% on a order product sales basis versus Prime Day 2015.', 'It was a great day for small businesses and sellers who saw great year-over improvement in their sales.']",2016,Q2,1
592,"claim: So when you think about the shopping experience or the checkout experience on Instagram, these are still very early days, and we're working hard to improve the product and expand to more businesses.","premises: ['We expanded shopping to all -- shopping ads to all advertisers globally Q4, and we began testing checkout and shopping ads.']",2019,Q4,2
1239,"claim: But architecturally, some of the examples I used are about the digital estate that actually doesn't start with Azure.","premises: ['In many cases, it starts with advanced set protection of Windows 10 estate.', 'And then how does that relate to Office 365?', 'How does that relate to Azure Active Directory?', 'And then the workloads that they want to put, which are Tier 1 workloads in Azure.', ""It's very similar to what happened even in the client server era, but of course the starting points and how this progresses is very different.""]",2017,Q2,1
1375,claim: and the format is pretty exciting from a sales point of view,"premises: ['because it has a lot of potential.', 'Its full screen is authentic, it’s very engaging.']",2017,Q4,0
1179,claim: We'll say we're - it's been very strong.,"premises: ['And AWS revenue is on a, just short of a $10 billion run rate at the end of Q4.']",2015,Q4,2
1541,"claim: When you look at the Instagram Shopping experience, we're seeing some really nice growth.","premises: [""We have 90 million people tap to reveal product tags and posts every month to learn more about them, and we're putting real investments behind this.""]",2018,Q3,0
283,"claim: And of course, as I’ve said before, we’ve never worried about that.","premises: ['I’m not sure precisely when, but I’m pretty confident that it will.', 'That will play out, and at some point, it will stabilize.']",2015,Q2,0
1724,"claim: $400 million of -- roughly $400 million of that was due to foreign exchange, but what we saw was essentially very strong holiday performance from the middle of November on.","premises: ['Well, as I said, on revenue we came in at $87.4 billion, which exceeded the high end of our range of $86.5 billion.']",2019,Q4,2
1195,"claim: And so, we’re continuing to see solid performance on Facebook, and we’re pleased with the engagement levels that we’re seeing overall on the Facebook app.",premises: ['We’re seeing stability in the developed markets and growth in the developing markets.'],2019,Q2,0
714,claim: And so it has several catalysts and I'm very pleased with the results that we were able to show during the quarter.,"premises: [""On the market side, we've seen iPhone X, as I had mentioned before, as being the top selling smartphone during the quarter."", 'We gained share during the quarter.', 'I would say that the market for us is more than iPhone.', 'The Mac gained share there as well.', 'The Watch is getting some traction there.']",2018,Q2,2
884,"claim: So we don't think it would be a good experience in News Feed, right,","premises: [""because a lot of when people are finding videos on Facebook is you're scrolling through News Feed, you're looking at what story seems interesting to you, which is why we did the auto play videos so that rather than having to take an action, you can just start experiencing the video automatically and continue watching it if it's something that you're interested in."", 'But if we started playing an ad in the middle of a feed before you got to the video, then that would really go against that.', 'I think people just would watch a lot less of the organic videos that were posted because of that.']",2016,Q2,0
1515,claim: You can tell by that we’re a big believer in China.,"premises: ['We’re looking at our investment.', 'We’re growing the number of stores.', 'We’ll hit 20 soon and we’re doubling that by mid-2016 as Angela has said earlier and Luca said in his prepared comments as well.', 'We’re also growing the channel there.', 'Our online store has expanded to over 350 cities now, and in fact our online revenues in China last quarter were more than the sum of the previous five years.']",2015,Q1,2
759,"claim: Our growth is really broad-based, and I think it really shows how important the targeting can be.","premises: ['Fourth quarter is a holiday quarter, so our top verticals were ecommerce, CPG and retail.']",2015,Q4,2
2155,"claim: And so I am a huge, huge believer in AR.","premises: ['I see AR as being profound.', 'I think, AR has the ability to amplify human performance instead of isolating humans.']",2018,Q1,0
1925,"claim: So we are seeing more of our impression growth coming from Stories, and when I outlined the factors driving impression growth, I listed Stories first.",premises: ['It was the largest contributor of year-over-year impression growth in the quarter.'],2019,Q1,2
1864,"claim: And so, we did see a bit of growth that we were excited to see frankly on a segment where we’ve been working hard to make additional progress and add value.","premises: ['And 365 has that characteristic and Office has it, EMS has it, and so this quarter actually what we saw, was actually some strength in education was added a good amount seats this quarter as well as good execution across our other segments.']",2018,Q4,2
1281,"claim: An ad that works really well 30 seconds in other platforms and more traditional platforms can work on ours, but the ones that are optimized and use our targeting really perform better.","premises: ['And they optimized their video for the Facebook and Instagram mobile feeds.', 'And then after they launched, they did purchasing ads and re-targeted people who had viewed those initial ads.', ""That's just a great example of someone using video ads, optimizing a format, but also using the pretty unique targeting we can offer to drive sales."", 'They measured that they had over a 3.5% lift in sales driven by the Facebook and Instagram video ads.', 'So to share one example, Motorola working with Ogilvy and Moto Mento (28:55) launched the Moto Z phone, and they did awareness boosting before they launched, targeting Android users and Verizon subscribers.']",2016,Q4,0
1287,claim: The way the Windows ecosystem works is there are phases to it.,"premises: ['The first phase is what I will describe as the upgrade phase.', ""That's what starts in a week's time, and that is a more retail execution and upgrade."", 'Then come the fall, you will see the devices from all the OEMs going into the holiday quarter.', 'And then the enterprise upgrades; in fact, we have a release of enterprise features, which I mentioned in my script, which will ship in that timeframe.']",2015,Q4,0
456,"claim: On a year-over-year basis, I think you have to look at two things.","premises: ['We did the Souq acquisition last year in May.', ""So the full pickup on that year-over-year was in 2017 and now we're lapping that."", ""There's also material change in the Diwali calendar in India."", 'About half of our Diwali sales last year were in Q3.', ""This year they'll be fully in Q4.""]",2018,Q3,1
1569,"claim: So, it was a big quarter for Whole Foods and Prime.","premises: ['We launched additional savings for Prime members at Whole Foods.', 'If you go to Whole Foods store or Whole Foods Market 365 store, you see a lot of yellow stickers for 10% discounts of hundreds of sale items.', 'You also see deep discounts on selected popular products.', ""So in addition, we've expanded grocery delivery to 20 cities so that's picking up steam."", 'During the Prime Day, we had some unique deals for Prime customers at Whole Foods.', ""And the Prime Rewards Visa Card, which gives you 5% off on all purchases has been applied to Whole Foods' purchases as well."", ""So that is the second wave, probably after the first wave where we talked in previous calls about initial price drops, putting lockers in the stores, selling some of the Whole Foods' products on the Amazon site, and other things.""]",2018,Q2,2
532,"claim: To grow on a base that big, that kind of rate, you really need pretty strong performance across the board.","premises: ['So just to put numbers on that, the year-over-year in the U.S. or in North America was 32% growth, which was up from 28% in Q4.', 'So a lot of categories are selling a lot.', 'And we also benefited from the extra day in the quarter due to the leap year, but strong performance from many of the categories']",2016,Q1,2
1114,claim: I would say what we've found is in order to serve – properly serve our customers at peak.,"premises: [""We've needed to add more of our own logistics to supplement our existing partners."", 'And those carriers are just not - no longer able to handle all of our capacity that we need at peak.', ""It's just we've had to add some resources on our own."", 'We use those primarily for movement between our warehouses and our source centers.', 'The Amazon trucks, we did invest in those - this past year.']",2015,Q4,1
958,"claim: So that's, of course, a mix of strength in the U.S. and also strength in some of the newer markets that we've launched or introduced the Prime program in.","premises: [""Just on the first piece, in terms of just Prime membership and Prime behavior, we continue to see that we're seeing sign-ups from memberships at a strong clip."", ""When we look at the year-over-year growth in paid Prime members on a global basis, it's been consistent in Q4 year-over-year, similar growth rates year-over-year to what we've seen in some of the earlier quarters of this year.""]",2017,Q4,2
1395,"claim: And so, I think what you're seeing us do is really focus on services that meet those businesses multi-user accounts, improving approval workflow tools and just more recently, we introduced Amazon Business for Business Prime Shipping, which we think will be a great way for businesses to use multiuser – business customers have multiuser accounts, and that's in the U.S. and Germany.","premises: [""I think where you're seeing us do some work in that, I think, is on the areas of Amazon Business, and that's really just from the standpoint of there are many different types of businesses that we can serve with that offering, and we're in our third year now, and so there's a lot of different sectors, whether they are hospitals, educational institutions, labs, government agencies, I mean, there's a lot of different shapes and sizes across industries that we can serve with that.""]",2017,Q3,0
65,claim: We think it's been a great addition to our fulfillment capacity.,"premises: ['It makes the jobs in our warehouse that much better.', 'It makes the people around the robots that much more productive.', 'It allows us to have much greater density of product storage and a number of other benefits.', 'It has some additional capital intensity, but it has good return on invested capital from our standpoint.']",2018,Q3,0
1180,claim: So we feel we have a lead in this space and we don't take it for granted and we want to serve customers better each year.,"premises: ['But so is speed and agility for customers and the ability to deliver services and features that were beneficial to them.', 'I will point out that we added 722 new features and services in 2015 and that was up 40% year-over-year.']",2015,Q4,2
1590,claim: So it’s a headwind if you think about it for Q1.,"premises: ['One thing to keep in mind also, as you look at growth rate for Q1, is last year Q1 we talked about in April 1st there was a consumption tax increase in Japan.', ""We had some –we think some pre-buys in Q1 and we're overlapping that in Q1 of this year.""]",2015,Q1,2
1614,"claim: Like you said, we're not specifically breaking out revenue numbers.","premises: ['The overall growth is still being driven predominantly by Facebook.', 'Instagram is clearly making a contribution and as is the Audience Network.']",2016,Q2,0
355,"claim: And I think we, as many other companies, are really trying to absorb what this all means.","premises: ['First of all, the new tax law in the United States is complex.']",2018,Q1,0
1683,claim: And so I see Tencent as one of our biggest and best developers.,"premises: [""They've done a great job of implementing a lot of iOS features in their apps and we're looking forward to working with them even more to build even greater experiences for our mutual users in China.""]",2017,Q3,0
57,"claim: The first is just the evolution of the regulatory landscape, and here I would point to regulations like GDPR.","premises: ['The number of people who have opted out on using context from the apps and websites they visit for ad targeting has continued to increase since the adoption of GDPR, so we’ve seen that come up both in Europe and around the world.', 'That means those people are seeing less relevant ads and that’s an ad targeting headwind for our business.']",2019,Q1,0
200,claim: We were a little bit higher than that number in total cost.,"premises: ['We saw some additional transition costs in our warehouses.', 'We saw some lower productivity as we were expanding rather quickly, both local capacity in the off-season also in our delivery networks.', 'On the cost side, we talked last time about $800 million estimate of transportation cost to supply one day, the additional one day in Q2.', 'We also saw some costs were moving -- buying more inventory and moving inventory around in our network to have it be closer to customers.']",2019,Q2,2
902,"claim: When you look at the specific products that – and the work that we're doing, there's this process that we've followed that – where basically we'll look at an area of our products that people are using.","premises: [""So for example, going back a few years, News Feed, right, was – it's always been, since we rolled it out, a very central part of the product."", ""But we're looking at the stuff with increasing rigor now where we organized the company into these product groups, and each product group leader will not just look at the product as one thing, but what are the key three or four or five use cases which often can really be their own product lines on their own, and we go through and we build those out to be world-class.""]",2015,Q2,1
252,"claim: But our real strategy going forward is not only to do great work on the console, but to complement that with the work we're doing on the PC.","premises: ['PC gaming is a growth market.', ""And so, therefore you see us, whether it's our subscription offer, whether it's our streaming efforts that are increasingly bringing the console plus PC together."", 'And then, not stopping there, but going to other devices, for example mobile.', 'Minecraft on mobile we just launched in fact in the last quarter in China.', 'We are seeing tremendous growth of Minecraft expansion on mobile platform in China.', ""So overall, you will see us do good work on the console, we'll compete there.""]",2018,Q2,0
1920,claim: We're obviously pleased with our overall level of growth in engagement.,"premises: ['One is DAU and MAU are up sequentially and year-over-year on all regions, and with trends that are largely consistent with past quarters.', 'So, really good strong growth across the globe on a DAU to MAU ratio.']",2016,Q2,2
452,claim: And so we are seeing increasing usage of that.,"premises: ['But again take all the other things I described, power BI , Dell and the list goes on, take eDiscovery; even for the largest of enterprise these were things that had low penetration or low deployment.']",2015,Q3,0
424,claim: So overall I think the most strategic objective for us is to get developer momentum with Windows 10 and that's where we're focusing on with a lot of different actions.,"premises: ['One is the one unified developer platform, which I think is perhaps the most strategic piece of Windows 10 along with the unified store.', ""And now couple that with the call we've made to provide an upgrade offer."", ""We're creating great opportunity for every developer to write these universal windows application that will run on the desktop as well as on our phone and tablets, as well as on Surface Hub and in fact Hollow Lands runs universal applications.`"", ""No one else provides that kind of a unified market place for developers and especially the changes we've made to the desktop user interface means these universal applications are in fact very naturally discoverable right where we have high usage, which is the desktop.""]",2015,Q2,0
1255,claim: We are working very quickly on Prime Now.,"premises: [""We've now expanded to nine cities, three more in the quarter including our first International city in London.""]",2015,Q2,2
687,claim: I think we're getting people up the curve well this time.,"premises: [""We've learned that we can't just rely on teaching our clients and teaching the ad agencies to do it, but helping them do that."", ""And so some of the tools we've rolled out that I talked about where we can take your Facebook pictures and your posts and make it a story, that makes that process faster."", ""I think when you think about the long-term monetization opportunities, it's really going to depend upon the time people spend."", 'The amount of ads we would feel comfortable inserting into a consumer experience really depends upon how many different things you go through.', ""So if you spend more time in Stories, they'll be need to be more engaging because there will be fewer ads in there."", ""Now that may be possible because there's high, high, high engagement in Stories.""]",2018,Q3,0
1302,"claim: So, early results are good.",premises: ['We -- our grocery delivery orders from the combination of Amazon Fresh and Whole Foods Market more than doubled in the fourth quarter year-over-year.'],2019,Q4,1
1509,"claim: And so as I think about moderation, it is the absolute dollar.","premises: [""In terms of how we think about the absolute numbers, first I should say I think most people assume – and it is true to a certain extent – so much of this is the growth in our Commercial businesses across Azure and Dynamics and Office 365, and that's true."", ""But we're also seeing quite good growth in some of the Consumer businesses, which also are built on our cloud infrastructure, Search, some of our gaming assets, our Xbox Live business going forward."", 'And so many of these assets, including increased usage of our consumer properties inside our productivity business and Office, do require capital spend.', 'And so the growth is pretty broad-based to support.']",2016,Q4,0
236,"claim: As you can tell from the numbers, we've significantly improved since the beginning of the year.","premises: [""We've gone from minus well into the 20s to minus two last quarter."", 'And if you looked at that in constant currency, we actually grew one.']",2019,Q4,1
646,"claim: The biggest focus – the biggest impact of the focus on meaningful interactions as Mark mentioned will be in areas like passive video, where from a business perspective, we monetize less on a time spent basis.","premises: [""So if you think about it in terms of things like post views in News Feed, which drives impression growth that we think this will have less of an impact, and so that's sort of built in to what I had said about the business commentary when I commented on 2018 revenue outlook.""]",2017,Q4,0
1167,"claim: But generally, again, we're happy with the ability to service customers, the reaction of customers in Q4, and the bottom line results that we had.","premises: ['If you look sequentially, also keep in mind that in Q3 when it was up 500 basis points year-over-year, that was lapping the write-down of our Amazon phone [ph] inventory the prior year.', ""On gross margin, I would - first I'll caution you and say, we would encourage you to look at free cash flow, which was – grew at minimum of $4 billion on each of the metrics that we point out and our profit which was up 88% year-over-year.""]",2015,Q4,2
1665,"claim: Paid subscriptions is another target, is important to us.","premises: ['We set a target of surpassing 0.5 billion paid subscriptions on the ecosystem during 2020.', 'We’re already at 420 million now.']",2019,Q3,0
1809,claim: So I'd expect we would continue to make changes and evolve.,"premises: [""We began to make changes around a number of different quality initiatives in the fourth quarter, so that affected metrics that we've talked about including both the time spent and the DAU."", 'But we continue to make changes to improve and to optimize around driving meaningful social interactions as Mark talked about.', ""That's going to be an ongoing journey throughout the year."", ""So there's no – I don't think we ever are going to declare that we are done making changes.""]",2017,Q4,2
137,claim: There are just a lot of different experience that needs to get built.,"premises: [""And we definitely do see in this family of app strategy that there's so many new ways that people want to share content, and so many different types of sets of people that people want to share with, right, ranging from one person at a time and that would be messaging or small group sharing or sharing with interest-based communities or sharing with all your friends at once or sharing with public."", ""And a lot of what we're trying to do is enable a number of those things through Facebook, while also building unique world-class services to enable people to share all the things they care about with all the different sets of people that they care about."", ""So we're going to keep on doing more there.""]",2015,Q1,0
1163,"claim: So, that's factored into our international – excuse me, our, revenue growth rate for the quarter.",premises: ['The events we have for Diwali were all in Q4 last year some of them are in Q3 this year based on the timing of the holiday.'],2019,Q2,1
678,"claim: You can see from the March guidance that we’ve given, that we are incredibly bullish about iPhone going forward.","premises: ['Our customers are telling us that.', 'The market is telling us that.', 'We’re doing well in virtually every corner of the world.']",2015,Q1,0
1136,"claim: And so we've worked hard to build measurement tools into the products, so that when you buy an ad, an SMB has a very easy interface and decide what their goals are.","premises: [""In terms of measurement, your question is important because it's not just getting them to use our platforms to connect to consumers."", ""It's getting them to be able to measure our results.""]",2016,Q1,0
2089,"claim: Yeah, John, on the video investment in the first quarter, it's clearly going to be more weighted towards the rest of the year, but we're already seeing the impact of some of that.","premises: [""So if you look at just the cost of revenue line where that's getting picked up, we saw cost of revenue grow 66% year-over-year."", 'If you look at the gross margin, it dropped from 86% to 84%.']",2018,Q1,2
1722,"claim: In terms of the revenue impact, no one vertical drives our business.",premises: ['We have a very large and diversified business.'],2015,Q3,0
1296,"claim: Produce publishers, the thing that I'm excited about is, look, I do think that we have a responsibility to help work with newest publishers to fund high quality journalism.","premises: [""It's no secret that the Internet has disrupted the business model for journalism.""]",2019,Q3,0
217,claim: So the net impact for the first quarter to operating income wasn't material.,"premises: ['There was - on the accounting side, we did adopt an accounting standard in January that amended our accounting for how we cap for produced original video content.', 'And under that new guidance, we capitalize production cost for original video content.', 'Previously, we only capitalized a portion of those costs.', 'It was - for Q1, the impact of a change was a decrease of about $130 million to cost of sales due to the capitalization change.']",2019,Q1,2
